distinct_bib,subject,title,itemtype,deweyClass,out_bib
3527967,"Lesbians Fiction","Tennessee whiskey",acbk,,3527967
3527988,"Gay men Comic books strips etc","Candy color paradox 2",acbk,741.5952,3527988
3527989,"Gay men Comic books strips etc","Candy color paradox 3",acbk,741.5952,3527989
3527990,"Gay men Comic books strips etc Fiction","Candy color paradox Volume 4",acbk,741.5952,3527990
3528005,"Bisexual women Comic books strips etc","Oh sht its Kim Kim",acbk,741.5973,3528005
3528098,"Gay men Poetry","NDN coping mechanisms notes from the field",acbk,811.6,3528098
3528098,"Indian gays Poetry","NDN coping mechanisms notes from the field",acbk,811.6,3528098
3528102,"Lesbians Biography","rib joint a memoir in essays",acbk,813.6,3528102
3528105,"Transgender people Psychology","Theorizing transgender identity for clinical practice a new model for understanding gender",acbk,616.89008,3528105
3528108,"Homosexuality Religious aspects Judaism","rainbow thread an anthology of queer Jewish texts from the first century to 1969",acbk,296.08664,3528108
3528108,"Jewish gay men","rainbow thread an anthology of queer Jewish texts from the first century to 1969",acbk,296.08664,3528108
3528108,"Jewish lesbians","rainbow thread an anthology of queer Jewish texts from the first century to 1969",acbk,296.08664,3528108
3528118,"Lesbian comics","Camp spirit",acbk,741.5941,3528118
3528118,"Lesbian teenagers Comic books strips etc","Camp spirit",acbk,741.5941,3528118
3528140,"Gay comics","Heartstopper Volume 1",acbk,741.5942,3528140
3528140,"Gays Comic books strips etc","Heartstopper Volume 1",acbk,741.5942,3528140
3528150,"Lesbians Comic books strips etc","Nameless asterism Vol 5",acbk,741.5952,3528150
3528178,"Homosexuality Social aspects United States History 19th century","Beside you in time sense methods queer sociabilities in the American 19th century",acbk,306.7601,3528178
3528178,"Queer theory","Beside you in time sense methods queer sociabilities in the American 19th century",acbk,306.7601,3528178
3528186,"Lesbian feminism United States History 20th century","Her neighbors wife a history of lesbian desire within marriage",acbk,306.7663,3528186
3528186,"Lesbians Relations with heterosexuals United States History 20th century","Her neighbors wife a history of lesbian desire within marriage",acbk,306.7663,3528186
3528186,"Lesbians United States Social conditions 20th century","Her neighbors wife a history of lesbian desire within marriage",acbk,306.7663,3528186
3528187,"African American lesbians Southern States Biography","Honeypot black Southern women who love women",acbk,306.7663,3528187
3528187,"African American lesbians Southern States History 20th century","Honeypot black Southern women who love women",acbk,306.7663,3528187
3528187,"African American lesbians Southern States History 21st century","Honeypot black Southern women who love women",acbk,306.7663,3528187
3528188,"Bisexuals writings American Appalachian Region","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528188,"Bisexuals writings American Appalachian Region Literary collections","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528188,"Gays writings American Appalachian Region","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528188,"Gays writings American Appalachian Region Literary collections","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528188,"Transgender peoples writings American Appalachian Region","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528188,"Transgender peoples writings American Appalachian Region Literary collections","LGBTQ fiction and poetry from Appalachia",acbk,811.00902,3528188
3528193,"Queer theory","Queer times black futures",acbk,306.76089,3528193
3528194,"Homosexuality Religious aspects","Queering Black Atlantic religions transcorporeality in CandomblÃƒÂ© SanterÃƒÂ­a and Vodou",acbk,299.67,3528194
3528226,"Lesbians United States Biography","My autobiography of Carson McCullers",accd,,3528226
3528248,"Gay activists South Africa Literary collections","heart of the matter",acbk,306.76609,3528248
3528254,"Lesbians Fiction","All the things we do in the dark",acbk,,3528254
3528254,"Lesbians Juvenile fiction","All the things we do in the dark",acbk,,3528254
3528258,"Bisexuals Juvenile fiction","boy in the red dress",acbk,,3528258
3528258,"Gay men Juvenile fiction","boy in the red dress",acbk,,3528258
3528258,"Lesbians Juvenile fiction","boy in the red dress",acbk,,3528258
3528264,"Gay teenagers Fiction",fascinators,acbk,,3528264
3528264,"Gay teenagers Juvenile fiction",fascinators,acbk,,3528264
3528266,"Transgender people Fiction","Felix ever after",acbk,,3528266
3528266,"Transgender people Juvenile fiction","Felix ever after",acbk,,3528266
3528271,"Lesbian fiction","henna wars",acbk,,3528271
3528271,"Lesbians Juvenile fiction","henna wars",acbk,,3528271
3528278,"Gay athletes Juvenile fiction","Man up",acbk,,3528278
3528278,"Gay fiction","Man up",acbk,,3528278
3528278,"Gay high school students Juvenile fiction","Man up",acbk,,3528278
3528279,"Gay teenagers Juvenile fiction","More than maybe",acbk,,3528279
3528286,"Lesbian teenagers Juvenile fiction",scapegracers,acbk,,3528286
3528289,"Lesbian teenagers Fiction","This coven wont break",acbk,,3528289
3528289,"Lesbians Juvenile fiction","This coven wont break",acbk,,3528289
3528291,"Gay teenagers Juvenile fiction","When you get the chance",acbk,,3528291
3528291,"Lesbian teenagers Juvenile fiction","When you get the chance",acbk,,3528291
3528297,"Bisexual parents Fiction","Create a life to love",acbk,,3528297
3528297,"Bisexual women Fiction","Create a life to love",acbk,,3528297
3528297,"Lesbian fiction","Create a life to love",acbk,,3528297
3528297,"Lesbians Fiction","Create a life to love",acbk,,3528297
3528298,"Lesbian fiction",Dust,acbk,,3528298
3528298,"Lesbians Fiction",Dust,acbk,,3528298
3528304,"Lesbian fiction","secret chord",acbk,,3528304
3528304,"Lesbians Fiction","secret chord",acbk,,3528304
3595538,"Gay fiction","Black Flamingo",acbk,,3595538
3595538,"Gay men Identity Juvenile fiction","Black Flamingo",acbk,,3595538
3595538,"Gay teenagers Juvenile fiction","Black Flamingo",acbk,,3595538
3595540,"Lesbian teenagers Juvenile fiction","Faith taking flight",acbk,,3595540
3595545,"Bisexual college students Juvenile fiction","Love Creekwood a Simonverse novella",acbk,,3595545
3595545,"Bisexual teenagers Juvenile fiction","Love Creekwood a Simonverse novella",acbk,,3595545
3595545,"Gay college students Juvenile fiction","Love Creekwood a Simonverse novella",acbk,,3595545
3595545,"Gay teenagers Juvenile fiction","Love Creekwood a Simonverse novella",acbk,,3595545
3595558,"Lesbian teenagers Juvenile fiction","You should see me in a crown",acbk,,3595558
3595559,"Lesbian teenagers Juvenile fiction","Youre next",acbk,,3595559
3595576,"Gay teenagers Religious life Juvenile literature","Queerfully and wonderfully made a guide for LGBTQ Christian teens",acbk,248.83086,3595576
3595594,"Gay teenagers Fiction","Aristotel i Dante otkryvaiut tainy Vselennoi",acbk,891.73,3595594
3595594,"Homosexuality Fiction","Aristotel i Dante otkryvaiut tainy Vselennoi",acbk,891.73,3595594
3595618,"Lesbians Fiction","Harrow the Ninth",acbk,,3595618
3595621,"Gay couples Fiction","Memorial a novel",acbk,,3595621
3595621,"Gay couples Fiction","Memorial a novel",pkbknh,,3595621
3595632,"Bisexual women Fiction","Take a hint Dani Brown a novel",acbk,,3595632
3595707,"Closeted gays Fiction","Swimming in the dark a novel",acbk,,3595707
3595707,"Gay fiction","Swimming in the dark a novel",acbk,,3595707
3595707,"Gay men Poland Fiction","Swimming in the dark a novel",acbk,,3595707
3596250,"Gay fiction","Boyfriend material",acbk,,3596250
3596250,"Gay men Fiction","Boyfriend material",acbk,,3596250
3596269,"Lesbians Fiction","secret of you and me",acbk,,3596269
3596287,"Gay men Fiction","Miss Iceland",acbk,,3596287
3596291,"Lesbianism Fiction","saint from Texas a novel",acbk,,3596291
3596665,"Gay fiction","Conventionally yours",acbk,,3596665
3596665,"Gay men Fiction","Conventionally yours",acbk,,3596665
3596686,"Lesbians Fiction","You exist too much a novel",acbk,,3596686
3596839,"Gay fathers Juvenile fiction","Our subway baby",jcbk,362.734,3596839
3596887,"Lesbian comics","How do we relationship 1",acbk,741.5952,3596887
3596887,"Lesbians Comic books strips etc","How do we relationship 1",acbk,741.5952,3596887
3596894,"Queer comics","SFSX Volume 1 Protection",acbk,741.5973,3596894
3596937,"Gay fathers Drama","Modern family The eleventh and final season",acdvd,,3596937
3596941,"Gay artists France Drama","Portrait de la jeune fille en feu Portrait of a lady on fire",acdvd,,3596941
3596941,"Lesbian artists France Drama","Portrait de la jeune fille en feu Portrait of a lady on fire",acdvd,,3596941
3596941,"Lesbians Drama","Portrait de la jeune fille en feu Portrait of a lady on fire",acdvd,,3596941
3597017,"Gays Juvenile fiction",bridge,acbk,,3597017
3597033,"Gay fiction","state of us",acbk,,3597033
3597033,"Gay teenagers Fiction","state of us",acbk,,3597033
3597033,"Gays Fiction","state of us",acbk,,3597033
3597099,"Gay men United States Biography","man who ate too much the life of James Beard",acbk,,3597099
3597102,Lesbianism,"selected works of Audre Lorde",acbk,814.54,3597102
3597199,"Gay fiction","Broken people a novel",acbk,,3597199
3597199,"Gay men Fiction","Broken people a novel",acbk,,3597199
3597304,"Closeted gays Drama","Bad education",acdvd,,3597304
3597311,"Gay pornography Drama",Humpday,acdvd,,3597311
3597355,"Lesbian comics","Always human",acbk,741.5994,3597355
3597355,"Lesbians Comic books strips etc","Always human",acbk,741.5994,3597355
3597355,"Lesbians Juvenile fiction","Always human",acbk,741.5994,3597355
3597371,"Queer comics","Love me for who I am 01",acbk,741.5952,3597371
3597378,"Gay comics","You brought me the ocean",acbk,741.5973,3597378
3597378,"Gay fiction","You brought me the ocean",acbk,741.5973,3597378
3597378,"Gay teenagers Comic books strips etc","You brought me the ocean",acbk,741.5973,3597378
3597590,"Gays Juvenile fiction","Darius the Great deserves better",acbk,,3597590
3597609,"Transgender people Juvenile fiction","Stay gold",acbk,,3597609
3597895,"Closeted gays Comic books strips etc","Stuck rubber baby",acbk,741.5973,3597895
3597895,"Gay comics","Stuck rubber baby",acbk,741.5973,3597895
3597895,"Gay men Southern States Comic books strips etc","Stuck rubber baby",acbk,741.5973,3597895
3597899,"Gay men Sexual behavior","Archiving an epidemic art AIDS and the queer Chicanx avant garde",acbk,306.77086,3597899
3597899,"Mexican American gays","Archiving an epidemic art AIDS and the queer Chicanx avant garde",acbk,306.77086,3597899
3598318,"African American gay men Biography","I dont want to die poor essays",accd,332.024,3598318
3598335,"Lesbians United States Biography","Save yourself a memoir",accd,792.76028,3598335
3598453,"Lesbian comics","Bloom into you 8",acbk,741.5952,3598453
3598453,"Lesbian high school students Japan Comic books strips etc","Bloom into you 8",acbk,741.5952,3598453
3598472,"Lesbian comics","tropical fish yearns for snow 3",acbk,741.5952,3598472
3598472,"Lesbian comics","tropical fish yearns for snow Vol 3",acbk,741.5952,3598472
3598472,"Lesbian teenagers Comic books strips etc","tropical fish yearns for snow 3",acbk,741.5952,3598472
3598472,"Lesbian teenagers Comic books strips etc","tropical fish yearns for snow Vol 3",acbk,741.5952,3598472
3598495,"Transgender fiction","antidote for everything",acbk,,3598495
3598495,"Transgender people Fiction","antidote for everything",acbk,,3598495
3598943,"Gay rights United States","For they know not what they do",acdvd,306.848,3598943
3598966,"Gay men Fiction","Bonds of brass",acbk,,3598966
3598974,"Gay men Fiction","bright lands a novel",acbk,,3598974
3598992,"Transgender women Fiction","Stealing thunder",acbk,,3598992
3599024,"Gay couples Fiction",Jude,acbk,,3599024
3599024,"Gay fiction",Jude,acbk,,3599024
3599024,"Gay men Fiction",Jude,acbk,,3599024
3599027,"Gay men Fiction","Escaping Camp Roosevelt",acbk,,3599027
3599027,"Gay teenagers Fiction","Escaping Camp Roosevelt",acbk,,3599027
3599029,"Gay couples Fiction","Kiss me again",acbk,,3599029
3599029,"Gay fiction","Kiss me again",acbk,,3599029
3599029,"Gay men Fiction","Kiss me again",acbk,,3599029
3599029,"Gays Fiction","Kiss me again",acbk,,3599029
3599030,"Gay fiction","Code name Liberty a novel of romantic suspense",acbk,,3599030
3599030,"Gay men Fiction","Code name Liberty a novel of romantic suspense",acbk,,3599030
3599031,"Transgender people Fiction","Honey walls",acbk,,3599031
3599033,"Gay fiction","Digging deep",acbk,,3599033
3599033,"Gay men Fiction","Digging deep",acbk,,3599033
3599095,"Gay rights","pink line journeys across the worlds queer frontiers",acbk,306.76,3599095
3599107,"Gay men Fiction","Boyfriend material",accd,,3599107
3599197,"Gay men Fiction","Box Hill a story of low self esteem",acbk,,3599197
3599284,"Lesbian artists France Biography","Paper bullets two artists who risked their lives to defy the Nazis",acbk,940.53423,3599284
3599434,"Transgender fiction",Pet,acbk,,3599434
3599434,"Transgender people Juvenile fiction",Pet,acbk,,3599434
3599438,"Gay comics","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Gays Comic books strips etc","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Lesbian comics","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Lesbians Comic books strips etc","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Queer comic books strips etc","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Queer comics","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599438,"Transgender people Comic books strips etc","Be gay do comics queer history memoir and satire from The Nib",acbk,306.76,3599438
3599441,"Lesbian comics",contradictions,acbk,741.5973,3599441
3599441,"Lesbians France Paris Comic books strips etc",contradictions,acbk,741.5973,3599441
3599458,"Transgender comics","Spellbound a graphic memoir",acbk,306.76809,3599458
3599458,"Transgender women Comic books strips etc","Spellbound a graphic memoir",acbk,306.76809,3599458
3599459,"Lesbian comics","times I knew I was gay",acbk,306.76,3599459
3599459,"Lesbians England London Biography","times I knew I was gay",acbk,306.76,3599459
3599459,"Lesbians England London Comic books strips etc","times I knew I was gay",acbk,306.76,3599459
3599468,"Closeted gays Comic books strips etc",Flamer,acbk,741.5973,3599468
3599468,"Gay comics",Flamer,acbk,741.5973,3599468
3599468,"Gay teenagers Comic books strips etc",Flamer,acbk,741.5973,3599468
3599475,"Lesbian comics","Moonstruck Vol 3 Troubled waters",acbk,741.5973,3599475
3599475,"Lesbians Comic books strips etc","Moonstruck Vol 3 Troubled waters",acbk,741.5973,3599475
3599526,"Asexuality Sexual orientation","Ace what asexuality reveals about desire society and the meaning of sex",acbk,306.762,3599526
3599546,"Parents of transgender children Biography","Raising them our adventure in gender creative parenting",acbk,649.1564,3599546
3599546,"Transgender children Biography","Raising them our adventure in gender creative parenting",acbk,649.1564,3599546
3599546,"Transgender youth Biography","Raising them our adventure in gender creative parenting",acbk,649.1564,3599546
3599584,"Transgender people Juvenile fiction","Cemetery boys",acbk,,3599584
3599594,"Gay fathers Juvenile fiction","lost Book of the White",acbk,,3599594
3599594,"Gay fiction","lost Book of the White",acbk,,3599594
3599594,"Gays Juvenile fiction","lost Book of the White",acbk,,3599594
3599596,"Lesbian mothers Juvenile fiction","Recommended for you",acbk,,3599596
3600235,"Gay lawyers New York State New York Drama","Will Grace the revival Season three The farewell season",acdvd,,3600235
3600235,"Gay men New York State New York Drama","Will Grace the revival Season three The farewell season",acdvd,,3600235
3600265,"Gay men Drama","And then we danced",acdvd,,3600265
3600808,"Gay men Fiction","Drowned country",acbk,,3600808
3600876,"Lesbian youth Comic books strips etc","Our wonderful days Tsurezure biyori 3",acbk,741.5952,3600876
3600876,"Lesbians Comic books strips etc","Our wonderful days Tsurezure biyori 3",acbk,741.5952,3600876
3600886,"Lesbian comics","tropical fish yearns for snow 4",acbk,741.5952,3600886
3600886,"Lesbian comics","tropical fish yearns for snow Vol 4",acbk,741.5952,3600886
3601067,"Bisexuality Fiction","52 Fridays a polyamorous queer kinky tantric love story",acbk,,3601067
3601067,"Lesbian fiction","52 Fridays a polyamorous queer kinky tantric love story",acbk,,3601067
3601130,"Transgender people Juvenile fiction","My rainbow",jcbk,,3601130
3601192,Gays,"history of my brief body",acbk,814.6,3601192
3601238,"Lesbians Juvenile fiction","dark tide",acbk,,3601238
3601242,"Gay teenagers Juvenile fiction","fell of dark",acbk,,3601242
3601244,"Bisexual youth Juvenile fiction","Ghost wood song",acbk,,3601244
3601247,"Gay teenagers Juvenile fiction","How it all blew up",acbk,,3601247
3601251,"Lesbian teenagers Juvenile fiction",Look,acbk,,3601251
3601251,"Lesbians Juvenile fiction",Look,acbk,,3601251
3601253,"Gays Juvenile fiction","Out now queer we go again",acbk,,3601253
3601253,"Lesbians Juvenile fiction","Out now queer we go again",acbk,,3601253
3601253,"Transgender people Juvenile fiction","Out now queer we go again",acbk,,3601253
3601257,"Gay fiction","Where we go from here",acbk,,3601257
3601257,"Gay teenagers Juvenile fiction","Where we go from here",acbk,,3601257
3601257,"Gays Juvenile fiction","Where we go from here",acbk,,3601257
3601310,"Gay fiction","care and feeding of Waspish widows",accd,,3601310
3601310,"Lesbians Fiction","care and feeding of Waspish widows",accd,,3601310
3601366,"Gay fiction","Broken people a novel",accd,,3601366
3601366,"Gay men Fiction","Broken people a novel",accd,,3601366
3601486,"Lesbian fiction","world between a novel",acbk,,3601486
3601486,"Lesbians Fiction","world between a novel",acbk,,3601486
3601589,"Gay Pride Day Juvenile literature","Be amazing a history of pride",jcbk,306.76,3601589
3601589,"Gays Juvenile literature","Be amazing a history of pride",jcbk,306.76,3601589
3601589,"Transgender people Juvenile literature","Be amazing a history of pride",jcbk,306.76,3601589
3601652,"Transgender children Juvenile fiction","Im not a girl",jcbk,,3601652
3601652,"Transgender people Juvenile fiction","Im not a girl",jcbk,,3601652
3601683,"Lesbian authors","Sometimes you have to lie the life and times of Louise Fitzhugh renegade author of Harriet the spy",acbk,813.54,3601683
3601683,"Lesbian authors United States Biography","Sometimes you have to lie the life and times of Louise Fitzhugh renegade author of Harriet the spy",acbk,813.54,3601683
3601708,"Gay comics","magic fish",acbk,741.5973,3601708
3602246,"Closeted gays Juvenile fiction","Date me Bryson Keller",acbk,,3602246
3602246,"Gay teenagers Juvenile fiction","Date me Bryson Keller",acbk,,3602246
3602249,"Lesbian fiction","falling in love montage",acbk,,3602249
3602249,"Lesbian teenagers Juvenile fiction","falling in love montage",acbk,,3602249
3602256,"Lesbians Juvenile fiction","I kissed Alice",acbk,,3602256
3602257,"Gay teenagers Juvenile fiction","If we were us",acbk,,3602257
3602257,"Gays Juvenile fiction","If we were us",acbk,,3602257
3602331,"Lesbian fiction","care and feeding of waspish widows",acbk,,3602331
3602331,"Lesbians Fiction","care and feeding of waspish widows",acbk,,3602331
3602609,"Gay culture","freezer door",acbk,306.76609,3602609
3602609,"Transgender women Biography","freezer door",acbk,306.76609,3602609
3602846,"Gay fathers Juvenile fiction","list of things that will not change",jccd,,3602846
3603184,"Gays in popular culture","art of drag",acbk,792.80866,3603184
3603571,"Gays Juvenile fiction","Beyond the ruby veil",acbk,,3603571
3603574,"Gay teenagers Juvenile fiction",Camp,acbk,,3603574
3603574,"Gays Juvenile fiction",Camp,acbk,,3603574
3603574,"Lesbian teenagers Juvenile fiction",Camp,acbk,,3603574
3603574,"Lesbians Juvenile fiction",Camp,acbk,,3603574
3603575,"Lesbian fiction","Circus rose",acbk,,3603575
3603575,"Lesbian teenagers Juvenile fiction","Circus rose",acbk,,3603575
3603583,"Closeted gays Juvenile fiction","Miss Meteor",acbk,,3603583
3603583,"Lesbian teenagers Juvenile fiction","Miss Meteor",acbk,,3603583
3603584,"Lesbian fiction","My heart underwater",acbk,,3603584
3603584,"Lesbian teenagers Juvenile fiction","My heart underwater",acbk,,3603584
3603940,"Asexual people Juvenile fiction",Rick,jccd,,3603940
3603987,"Gay men Indiana Biography Juvenile literature","Mayor Pete the story of Pete Buttigieg",jcbk,,3603987
3603988,"Lesbian athletes United States Biography Juvenile literature","Megan Rapinoe",jcbk,796.33409,3603988
3603993,"Gay men California San Francisco Biography Juvenile literature","Who was Harvey Milk",jcbk,,3603993
3603993,"Gay politicians California San Francisco Biography Juvenile literature","Who was Harvey Milk",jcbk,,3603993
3604583,"Transgender people Poetry","Wound from the mouth of a wound poems",acbk,811.6,3604583
3604707,"Gay men Biography Juvenile literature","Rainbow revolutionaries 50 LGBTQ people who made history",jcbk,,3604707
3604707,"Lesbians Biography Juvenile literature","Rainbow revolutionaries 50 LGBTQ people who made history",jcbk,,3604707
3604707,"Transgender people Biography Juvenile literature","Rainbow revolutionaries 50 LGBTQ people who made history",jcbk,,3604707
3604893,"Lesbian parent families Juvenile fiction","Whos your real mom",jcbk,,3604893
3604967,"Transgender men England Biography Juvenile literature","Were I not a girl the inspiring and true story of Dr James Barry",jcbk,,3604967
3605233,"Children of transgender parents Juvenile fiction","My Maddy",jcbk,,3605233
3605233,"Transgender parents Juvenile fiction","My Maddy",jcbk,,3605233
3605233,"Transgender people Juvenile fiction","My Maddy",jcbk,,3605233
3605236,"Gay fathers Juvenile fiction","Papa Daddy Riley",jcbk,,3605236
3605245,"Gays Juvenile fiction","Uncle Bobbys wedding",jcbk,,3605245
3605517,"Lesbian fiction","Tack jibe a novel",acbk,,3605517
3605517,"Lesbians Fiction","Tack jibe a novel",acbk,,3605517
3605994,"Church work with transgender people","Emerging gender identities understanding the diverse experiences of todays youth",acbk,261.83576,3605994
3605994,"Transgender people Identity","Emerging gender identities understanding the diverse experiences of todays youth",acbk,261.83576,3605994
3606044,"SOCIAL SCIENCE LGBT Studies Transgender Studies","end of gender debunking the myths about sex and identity in our society",acbk,305.3,3606044
3607501,"Lesbians Fiction","Written in the stars a novel",pkbknh,,3607501
3607563,"Gay men Fiction","White trash warlock",acbk,,3607563
3607822,"Lesbians Fiction","Written in the stars a novel",accd,,3607822
3607904,"Gay men Fiction","Bright Lands",accd,,3607904
3607905,"Gay fiction","Conventionally yours",accd,,3607905
3607905,"Gay men Fiction","Conventionally yours",accd,,3607905
3607912,"Gay fiction","ladys guide to celestial mechanics",accd,,3607912
3607912,"Lesbians Fiction","ladys guide to celestial mechanics",accd,,3607912
3608069,"Gay and lesbian studies","Queer intentions a personal journey through LGBTQ culture",acbk,306.76091,3608069
3608069,"Queer theory","Queer intentions a personal journey through LGBTQ culture",acbk,306.76091,3608069
3608533,"Gay men Drama","Straight up",acdvd,,3608533
3608610,"Christian gays","Worth it overcome your fears and embrace the life you were made for",acbk,248.80866,3608610
3608610,"Christian lesbians","Worth it overcome your fears and embrace the life you were made for",acbk,248.80866,3608610
3608610,"Queer Christians","Worth it overcome your fears and embrace the life you were made for",acbk,248.80866,3608610
3609219,"Parents of transgender children Biography","Raising them our adventure in gender creative parenting",accd,649.1564,3609219
3609219,"Transgender children Biography","Raising them our adventure in gender creative parenting",accd,649.1564,3609219
3609219,"Transgender youth Biography","Raising them our adventure in gender creative parenting",accd,649.1564,3609219
3609267,"Lesbian teenagers Comic books strips etc","Jo an adaptation of Little Women sort of",jcbk,,3609267
3609346,"Lesbians Drama",Summerland,acdvd,,3609346
3609938,"Gay rights History Pictorial works","Pride the story of the LGBTQ equality movement",acbk,306.76609,3609938
3610104,"Lesbians Poetry","I hope you stay",acbk,811.6,3610104
3610117,"Gay conservatives United States Biography","Always a soldier service sacrifice and coming out as Americas favorite black gay Republican",acbk,355.0092,3610117
3610117,"Gay military personnel United States Biography","Always a soldier service sacrifice and coming out as Americas favorite black gay Republican",acbk,355.0092,3610117
3610147,"Transgender people New York State New York Interviews","Trans New York",acbk,779.93067,3610147
3610147,"Transgender people New York State New York Pictorial works","Trans New York",acbk,779.93067,3610147
3610196,"Lesbian fiction","secret ingredient",acbk,,3610196
3611276,"Transgender people Identity","Radical belonging how to survive and thrive in an unjust world while transforming it for the better",acbk,155.2,3611276
3611309,"Bisexuality Drama","Rocky Horror picture show",acdvd,,3611309
3611448,"Gay college students Massachusetts Biography","Fairest a memoir",acbk,305.30973,3611448
3611448,"Transgender women United States Biography","Fairest a memoir",acbk,305.30973,3611448
3611448,"Transgender youth United States Biography","Fairest a memoir",acbk,305.30973,3611448
3611861,"Gay comics","Heartstopper Volume 2",acbk,741.5942,3611861
3611861,"Gay teenagers Comic books strips etc","Heartstopper Volume 2",acbk,741.5942,3611861
3611861,"Gays Comic books strips etc","Heartstopper Volume 2",acbk,741.5942,3611861
3612096,"FICTION LGBT Transgender","thirty names of night a novel",acbk,,3612096
3612096,"FICTION LGBT Transgender","thirty names of night a novel",pkbknh,,3612096
3612096,"Transgender people Fiction","thirty names of night a novel",acbk,,3612096
3612096,"Transgender people Fiction","thirty names of night a novel",pkbknh,,3612096
3612379,"Lesbian teenagers Juvenile fiction","Cinderella is dead",acbk,,3612379
3612379,"Lesbians Juvenile fiction","Cinderella is dead",acbk,,3612379
3613511,"Gay men Humor","Born to be public",acbk,792.7028,3613511
3613543,"Lesbian erotic stories American","Best lesbian erotica of the year Volume Four",acbk,,3613543
3613544,"Lesbian erotic stories American","Best lesbian erotica of the year Volume five",acbk,,3613544
3613544,"Lesbian erotica","Best lesbian erotica of the year Volume five",acbk,,3613544
3613544,"Lesbians Sexual behavior Fiction","Best lesbian erotica of the year Volume five",acbk,,3613544
3614023,"Gay men United States Biography","storm one voice from the AIDS generation",acbk,306.7662,3614023
3614023,"Gays United States Biography","storm one voice from the AIDS generation",acbk,306.7662,3614023
3614097,"Transgender men United States Biography","Seahorse the dad who gave birth",acdvd,362.897,3614097
3614553,"Bisexual women California Los Angeles Drama","L word The complete third season",acdvd,,3614553
3614553,"Lesbians California Los Angeles Drama","L word The complete third season",acdvd,,3614553
3614554,"Bisexual women California Los Angeles Drama","L word Generation Q Season 1",acdvd,,3614554
3614554,"Lesbians California Los Angeles Drama","L word Generation Q Season 1",acdvd,,3614554
3614554,"Transgender men Drama","L word Generation Q Season 1",acdvd,,3614554
3614648,"Bisexual teenagers Fiction","Who I was with her",acbk,,3614648
3614648,"Bisexuality Juvenile fiction","Who I was with her",acbk,,3614648
3615571,"Lesbian comics","Juliet takes a breath",acbk,741.5973,3615571
3615571,"Lesbian teenagers Comic books strips etc","Juliet takes a breath",acbk,741.5973,3615571
3615575,"Queer comics","Love me for who I am 02",acbk,741.5952,3615575
3615597,"Lesbians Drama","Work in progress Season 1",acdvd,,3615597
3615597,"Transgender men Drama","Work in progress Season 1",acdvd,,3615597
3616667,"Transgender fiction","thirty names of night",accd,,3616667
3616667,"Transgender people Fiction","thirty names of night",accd,,3616667
3616804,Homosexuality,"Wild things the disorder of desire",acbk,306.7601,3616804
3616804,"Queer theory","Wild things the disorder of desire",acbk,306.7601,3616804
3616877,"Gays Juvenile fiction","hijo infinito",acbk,,3616877
3616899,"Lesbian fiction","empress of salt and fortune",accd,,3616899
3616899,"Lesbians Fiction","empress of salt and fortune",accd,,3616899
3616918,"Lesbian fiction","Girl woman other",accd,,3616918
3616918,"Lesbians Great Britain Fiction","Girl woman other",accd,,3616918
3617316,"Gay teenagers Fiction",extraordinaries,acbk,,3617316
3617316,"Gays Fiction",extraordinaries,acbk,,3617316
3617734,"Homosexuality Government policy Uruguay Fiction","Cantoras una novela",acbk,863,3617734
3617734,"Lesbian fiction","Cantoras una novela",acbk,863,3617734
3617734,"Lesbians Fiction","Cantoras una novela",acbk,863,3617734
3617736,"Gay teenagers Juvenile fiction","Gabi fragmentos de una adolescente",acbk,,3617736
3618023,"Lesbian fiction","In a midnight wood",acbk,,3618023
3618023,"Lesbians Fiction","In a midnight wood",acbk,,3618023
3618229,"Transgender children Juvenile fiction","luna dentro de mÃƒÂ­",jcbk,,3618229
3618229,"Transgender fiction","luna dentro de mÃƒÂ­",jcbk,,3618229
3618229,"Transgender people Fiction","luna dentro de mÃƒÂ­",jcbk,,3618229
3618892,"Gay fiction","Teddy Spenser isnt looking for love",acbk,,3618892
3618892,"Gay men Fiction","Teddy Spenser isnt looking for love",acbk,,3618892
3618976,"Lesbian couples Fiction","last place you look",acbk,,3618976
3618976,"Lesbian fiction","last place you look",acbk,,3618976
3618976,"Lesbians Fiction","last place you look",acbk,,3618976
3618980,"Gay fiction","Better than people",acbk,,3618980
3618980,"Gay men Fiction","Better than people",acbk,,3618980
3619048,"Gay men United States Biography","I have something to tell you a memoir",acbk,977.289,3619048
3619735,"Lesbian fiction","Written in the stars a novel",acbk,,3619735
3619735,"Lesbian fiction","Written in the stars a novel",pkbknh,,3619735
