distinct_bib,subject,out_bib,title,itemtype,deweyClass
1974157,"Homosexuality Religious aspects Christianity",1974157,"Coming out through fire surviving the trauma of homophobia",acbk,261.83576
1975138,"Gay liberation movement United States History",1975138,"Creating change sexuality public policy and civil rights",acbk,305.90664
1975138,"Gay rights United States History",1975138,"Creating change sexuality public policy and civil rights",acbk,305.90664
1975138,"Gays Government policy United States History",1975138,"Creating change sexuality public policy and civil rights",acbk,305.90664
1975139,"Gay men Crimes against Wyoming Laramie",1975139,"Losing Matt Shepard life and politics in the aftermath of anti gay murder",acbk,306.76609
1975432,"Homosexuality History",1975432,"Homophobia a history",acbk,306.76609
1976145,"Gays writings American",1976145,"Queer fear gay horror fiction",acbk,
1976145,"Gays writings Canadian",1976145,"Queer fear gay horror fiction",acbk,
1976161,"Lesbians Fiction",1976161,"Death understood a Denise Cleever thriller",acbk,
1976613,"African American gays Fiction",1976613,"Mama black widow",acbk,
1976899,"Lesbians Fiction",1976899,"Calm before the storm",acbk,
1976902,"Lesbians Maine Fiction",1976902,"Bold coast love",acbk,
1977337,"Lesbians Identity Fiction",1977337,"One of our own a novel",acbk,
1977502,"Homosexuality United States",1977502,"Tearoom trade impersonal sex in public places",acbk,306.76609
1977831,"Lesbians Fiction",1977831,"Tropical storm",acbk,
1978252,"Gay men Fiction",1978252,abomination,acbk,
1978446,"Homosexuality United States",1978446,"sex lives of teenagers revealing the secret world of adolescent boys and girls",acbk,306.70835
1978507,"Lesbian actresses United States Biography",1978507,"girls Sappho goes to Hollywood",acbk,791.43086
1979222,"Gays Drama",1979222,"crying game",acvhs,
1979223,"Gay men California Los Angeles Drama",1979223,"Gods and monsters",acvhs,
1979267,"Homosexuality Southern States",1979267,"Below the belt sexuality religion and the American South",acbk,306.76609
1981016,"Lesbians United States Fiction",1981016,"Circa 2000 lesbian fiction at the Millennium",acbk,
1981016,"Lesbians writings American",1981016,"Circa 2000 lesbian fiction at the Millennium",acbk,
1981485,"Gay actors United States Biography",1981485,"Clone the life and legacy of Al Parker gay superstar",acbk,791.43028
1982712,"Gay men North America Biography",1982712,"Kosher meat",acbk,305.38966
1982712,"Gay men North America Fiction",1982712,"Kosher meat",acbk,305.38966
1982712,"Homosexuality Religious aspects Judaism",1982712,"Kosher meat",acbk,305.38966
1982712,"Homosexuality Religious aspects Judaism Fiction",1982712,"Kosher meat",acbk,305.38966
1982712,"Jewish gays North America Biography",1982712,"Kosher meat",acbk,305.38966
1982712,"Jewish gays North America Fiction",1982712,"Kosher meat",acbk,305.38966
1983004,"Gay men Humor",1983004,"Its not mean if its true more trials from my queer life",acbk,814.54
1983004,"Gay wit and humor",1983004,"Its not mean if its true more trials from my queer life",acbk,814.54
1983004,"Homosexuality Humor",1983004,"Its not mean if its true more trials from my queer life",acbk,814.54
1983887,"Gay Matilda 1855",1983887,"charmed couple the art and life of Walter and Matilda Gay",acbk,759.13
1983887,"Gay Matilda b 1855",1983887,"charmed couple the art and life of Walter and Matilda Gay",acbk,759.13
1983887,"Gay Walter 1856 1937",1983887,"charmed couple the art and life of Walter and Matilda Gay",acbk,759.13
1983966,"Gay men Fiction",1983966,"Plastic Jesus",acbk,
1985962,"Older gay men New York State New York Case studies",NULL,NULL,NULL,NULL
1985962,"Older lesbians New York State New York Case studies",NULL,NULL,NULL,NULL
1986017,"Gay youth Fiction",1986017,"Hornito my lie life",acbk,
1986020,"Gay men Fiction",1986020,Testosterone,acbk,
1987342,"Children of gay parents Juvenile literature",1987342,Jack,acbk,
1987342,"Gay fathers Fiction",1987342,Jack,acbk,
1987342,"Homosexuality Fiction",1987342,Jack,acbk,
1987342,"Homosexuality Juvenile literature",1987342,Jack,acbk,
1987468,"Gay men United States Biography",1987468,"Intimate companions a triography of George Platt Lynes Paul Cadmus Lincoln Kirstein and their circle",acbk,700.92273
1987479,"Gay motion picture producers and directors",1987479,"fruit machine twenty years of writings on queer cinema",acbk,791.43653
1987479,"Homosexuality and motion pictures",1987479,"fruit machine twenty years of writings on queer cinema",acbk,791.43653
1987479,"Homosexuality in motion pictures",1987479,"fruit machine twenty years of writings on queer cinema",acbk,791.43653
1988532,"Gay accommodations Canada Maps",1988532,"Damron road atlas",acbk,910.20208
1988532,"Gay accommodations United States Maps",1988532,"Damron road atlas",acbk,910.20208
1988532,"Gay bars Canada Maps",1988532,"Damron road atlas",acbk,910.20208
1988532,"Gay bars United States Maps",1988532,"Damron road atlas",acbk,910.20208
1988833,"Lesbian teenagers Fiction",1988833,"Chinese garden",acbk,
1988876,"Gay men Clothing",1988876,"Don we now our gay apparel gay mens dress in the twentieth century",acbk,391.1
1990558,"Lesbians Fiction",1990558,"Hollys secret",jcbk,
1990558,"Lesbians Juvenile fiction",1990558,"Hollys secret",jcbk,
1992158,"Lesbians Fiction",1992158,"case of the orphaned bassoonists a Cassandra Reilly mystery",acbk,
1992170,"Homosexuality United States",1992170,"Public sex the culture of radical sex",acbk,306.70973
1993960,"Gay men Fiction",1993960,"Vertical intercourse",acbk,
1994109,"Lesbians Health and hygiene",1994109,"Coming out of cancer writings from the lesbian cancer epidemic",acbk,362.19699
1994444,"Lesbian teenagers Fiction",1994444,"year full of moons",acbk,
1994564,"Children of gay parents Family relationships United States",1994564,"Mothering without a compass white mothers love Black sons courage",acbk,306.8743
1994564,"Children of gay parents United States Family relationships",1994564,"Mothering without a compass white mothers love Black sons courage",acbk,306.8743
1994564,"Lesbian mothers Family relationships United States",1994564,"Mothering without a compass white mothers love Black sons courage",acbk,306.8743
1994564,"Lesbian mothers United States Family relationships",1994564,"Mothering without a compass white mothers love Black sons courage",acbk,306.8743
1996365,"Gaye Marvin",1996365,"Trouble man the life and death of Marvin Gaye",acbk,782.42164
1996801,"Lesbians Humor",1996801,"Im not Cindy Brady",accd,792.7
1996847,"Gay men Drama",1996847,"Fresa y chocolate Strawberry chocolate",acvhs,
1997181,"Lesbians Drama",1997181,"Better than chocolate",acvhs,
1997213,"Lesbians Fiction",1997213,Undertow,acbk,
1997341,"Lesbian mothers Fiction",1997341,"Unexpected child",acbk,
1997786,"Gays Portraits",1997786,Beach,acbk,779.28
1998062,"African American gays Fiction",1998062,"Bridge across the ocean",acbk,
1998062,"Gay men Fiction",1998062,"Bridge across the ocean",acbk,
1998236,"Gay men United States Biography",1998236,"Uncle Mame the life of Patrick Dennis",acbk,
1998462,"Reproduction Asexual",1998462,"Animal reproduction and development",acvhs,571.81
1998966,"Lesbian feminism United States",1998966,"My dangerous desires a queer girl dreaming her way home",acbk,305.48966
1998966,"Lesbians United States Interviews",1998966,"My dangerous desires a queer girl dreaming her way home",acbk,305.48966
1998966,"Lesbians United States Social conditions",1998966,"My dangerous desires a queer girl dreaming her way home",acbk,305.48966
2001558,"Gay adoption United States",2001558,"American family",acbk,362.73408
2001651,"Gays Family relationships",2001651,"Just a mom",acbk,306.874
2001651,"Parents of gays",2001651,"Just a mom",acbk,306.874
2001667,"Gay youth",2001667,"Revolutionary voices a multicultural queer youth anthology",acbk,305.235
2001667,"Gays writings",2001667,"Revolutionary voices a multicultural queer youth anthology",acbk,305.235
2001833,"Homosexuality Biblical teaching",2001833,"Homosexuality contemporary claims examined in light of the Bible and other ancient literature and law",acbk,261.83576
2002742,"Lesbianism Psychological aspects Anecdotes",2002742,"Dykes with baggage the lighter side of lesbians in therapy",acbk,616.8914
2002742,"Lesbians Mental health services",2002742,"Dykes with baggage the lighter side of lesbians in therapy",acbk,616.8914
2002742,"Lesbians Psychology",2002742,"Dykes with baggage the lighter side of lesbians in therapy",acbk,616.8914
2002842,"Gay clergy Great Britain Biography",2002842,"man who was Dorian Gray",acbk,
2003073,"Gay youth Fiction",2003073,"boys own story",acbk,
2003104,"Gays United States",2003104,"Margaret Mead made me gay personal essays public ideas",acbk,305.90664
2003104,"Lesbian anthropologists United States Biography",2003104,"Margaret Mead made me gay personal essays public ideas",acbk,305.90664
2003104,"Lesbian feminism United States",2003104,"Margaret Mead made me gay personal essays public ideas",acbk,305.90664
2003104,"Lesbians United States",2003104,"Margaret Mead made me gay personal essays public ideas",acbk,305.90664
2005560,"Gay men Fiction",2005560,"Whose song and other stories",acbk,
2005722,"Gay youth Drama",2005722,"noseaux sauvages Wild reeds",acdvd,
2009482,"Lesbians Drama",2009482,"When night is falling",acvhs,
2012079,"Lesbians Mexico Drama",2012079,"Yo la peor de todas I the worst of all",acvhs,
2020516,"Gays North America Identity",2020516,"Two spirit people Native American gender identity sexuality and spirituality",acbk,306.70899
2020516,"Indian gays North America Social conditions",2020516,"Two spirit people Native American gender identity sexuality and spirituality",acbk,306.70899
2020516,"Indian lesbians North America Social conditions",2020516,"Two spirit people Native American gender identity sexuality and spirituality",acbk,306.70899
2020516,"Lesbians North America Identity",2020516,"Two spirit people Native American gender identity sexuality and spirituality",acbk,306.70899
2020574,"Gay men Travel Europe Guidebooks",2020574,"Frommers gay lesbian Europe",acbk,914.0455
2020574,"Lesbians Travel Europe Guidebooks",2020574,"Frommers gay lesbian Europe",acbk,914.0455
2020825,"Lesbians Canada Fiction",2020825,"Close to Spider Man stories",acbk,
2020856,"Homosexuality Religious aspects Fiction",2020856,"Secret love",acbk,
2020865,"Lesbians Fiction",2020865,"American in Paris a novel",acbk,
2021712,"Gay men Drama",2021712,"Cage aux folles English subtitled version Birds of a feather",acvhs,
2022749,"Gay men in literature Bibliography",2022749,"Lesbian and gay voices an annotated bibliography and guide to literature for children and young adults",acbk,016.8108
2022749,"Gays in literature Bibliography",2022749,"Lesbian and gay voices an annotated bibliography and guide to literature for children and young adults",acbk,016.8108
2022749,"Homosexuality and literature United States Bibliography",2022749,"Lesbian and gay voices an annotated bibliography and guide to literature for children and young adults",acbk,016.8108
2022749,"Lesbians in literature Bibliography",2022749,"Lesbian and gay voices an annotated bibliography and guide to literature for children and young adults",acbk,016.8108
2022782,"Middle aged gay men Attitudes",2022782,"Gay men at mid life age before beauty",acbk,305.244
2022782,"Middle aged gay men Mortality",2022782,"Gay men at mid life age before beauty",acbk,305.244
2022782,"Middle aged gay men Psychology",2022782,"Gay men at mid life age before beauty",acbk,305.244
2022945,"Gay men in literature",2022945,"Gay fiction speaks conversations with gay novelists",acbk,813.54099
2022945,"Gay men United States Interviews",2022945,"Gay fiction speaks conversations with gay novelists",acbk,813.54099
2022945,"Gay mens writings American History and criticism Theory etc",2022945,"Gay fiction speaks conversations with gay novelists",acbk,813.54099
2022945,"Homosexuality and literature United States History 20th century",2022945,"Gay fiction speaks conversations with gay novelists",acbk,813.54099
2023117,"Gay men United States Biography",2023117,"Familiar spirits a memoir of James Merrill and David Jackson",acbk,811.5409
