barcode,itemNumber,title,cin,deweyClass,bibNumber,collcode,callNumber
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-09-11 14:46:00",746.4222,3003501,nanew,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-09-17 19:25:00",746.4222,3003501,nanew,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-11-03 15:45:00",746.4222,3003501,nanew,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-12-13 15:39:00",746.4222,3003501,nanew,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-01-05 19:45:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-03-26 13:46:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-05-14 19:05:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-07-28 17:03:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-01-13 14:48:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-02-24 14:09:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-04-26 16:18:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-05-20 17:25:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-12-04 15:01:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-01-22 15:20:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-04-15 16:36:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-06-02 17:43:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-07-03 17:06:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-08-21 13:34:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-10-09 13:30:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-04-02 19:13:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-05-22 18:46:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-06-12 18:10:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-08-08 11:57:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-11-10 16:44:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-12-03 13:38:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752402,5185879,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-01-08 18:31:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-09-15 16:23:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2014-11-12 13:21:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-02-20 16:29:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2015-06-16 10:51:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-07-19 17:20:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2016-12-23 12:56:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-05-25 13:35:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2017-06-20 13:03:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-05-14 19:03:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-06-15 11:35:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2018-10-31 14:18:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-03-21 12:17:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-01-22 11:29:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-01-25 16:35:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-10-03 10:37:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-12-06 11:08:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-03-10 09:45:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-07-02 17:04:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-11-21 08:51:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010082752410,5185880,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-06-04 10:42:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-10-22 17:06:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-11-25 16:17:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-01-06 13:20:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-01-13 11:43:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-11-16 10:22:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-01-04 10:09:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-02-25 10:19:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-05-19 09:18:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-09-01 17:16:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-09-18 14:40:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-12-02 11:16:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-03-30 11:56:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-04-28 09:38:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-08-15 12:50:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672387,7117720,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-12-05 14:19:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-11-06 13:37:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-12-08 16:11:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-01-08 15:05:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-02-29 17:49:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-11-04 10:45:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-12-07 10:31:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-04-11 11:57:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-08-31 10:00:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-12-09 14:04:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-04-14 10:50:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-04-21 18:06:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-06-22 19:39:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672379,7117721,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2023-01-20 14:46:00",746.4222,3003501,canf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-10-30 13:31:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2019-12-28 17:13:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-02-11 12:43:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-04-13 10:34:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-06-18 15:06:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-07-29 17:31:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-09-22 11:36:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-11-24 12:19:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-04-04 14:09:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672361,7117722,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-06-05 11:03:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-02-11 14:09:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2020-08-01 12:08:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-01-19 09:52:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-04-02 10:33:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-04-25 09:52:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-07-17 12:30:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-10-04 13:01:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2021-12-06 12:31:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-04-14 14:21:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2022-06-03 09:48:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
0010099672353,7117723,"Macrame pattern book includes over 70 knots and small repeat patterns plus projects","2023-01-11 17:26:00",746.4222,3003501,nanf,"746.4222 M2449 2013"
