distinct_bib,title,deweyClass,itemtype,bibNumber,subject
2238772,"Acts of faith acts of love gay Catholic autobiographies as sacred texts",282.73086,acbk,2238772,"Autobiography Religious aspects Catholic Church"
2238772,"Acts of faith acts of love gay Catholic autobiographies as sacred texts",282.73086,acbk,2238772,"Catholic gays United States Biography History and criticism"
2238772,"Acts of faith acts of love gay Catholic autobiographies as sacred texts",282.73086,acbk,2238772,"Gay men United States Biography History and criticism"
2238772,"Acts of faith acts of love gay Catholic autobiographies as sacred texts",282.73086,acbk,2238772,"Homosexuality Religious aspects Catholic Church"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Conservationists United States Biography"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Earth Day History"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Environmental protection United States History 20th century"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Environmentalism United States History 20th century"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Environmentalists United States Biography"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Governors Wisconsin Biography"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Legislators United States Biography"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Nelson Gaylord 1916"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"Nelson Gaylord 1916 2005"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"United States Congress Senate Biography"
2238787,"man from Clear Lake Earth Day founder Senator Gaylord Nelson",,acbk,2238787,"United States Environmental conditions"
2241630,"Ultimate gay sex",613.96086,acbk,2241630,"Homosexuality Male"
2241630,"Ultimate gay sex",613.96086,acbk,2241630,"Male homosexuality"
2241630,"Ultimate gay sex",613.96086,acbk,2241630,"Sex instruction for gay men"
2243440,"gay lesbian atlas",306.76609,acbk,2243440,"Gays United States Statistics"
2243440,"gay lesbian atlas",306.76609,acbk,2243440,"United States Population Statistics"
2243709,"Between the palms a collection of gay travel erotica",306.7662,acbk,2243709,"Gay erotica"
2243709,"Between the palms a collection of gay travel erotica",306.7662,acbk,2243709,"Gay men Sexual behavior"
2243709,"Between the palms a collection of gay travel erotica",306.7662,acbk,2243709,"Gays Travel"
2243710,"Gay men choosing parenthood",306.8742,acbk,2243710,"Fatherhood United States Psychological aspects"
2243710,"Gay men choosing parenthood",306.8742,acbk,2243710,"Gay adoption United States"
2243710,"Gay men choosing parenthood",306.8742,acbk,2243710,"Gay fathers United States Attitudes"
2243710,"Gay men choosing parenthood",306.8742,acbk,2243710,"Gay fathers United States Interviews"
2243710,"Gay men choosing parenthood",306.8742,acbk,2243710,"Gay fathers United States Psychology"
2247722,"Why marriage matters America equality and gay peoples right to marry",306.848,acbk,2247722,"Civil rights United States"
2247722,"Why marriage matters America equality and gay peoples right to marry",306.848,acbk,2247722,"Gay rights United States"
2247722,"Why marriage matters America equality and gay peoples right to marry",306.848,acbk,2247722,"Same sex marriage Law and legislation United States"
2247722,"Why marriage matters America equality and gay peoples right to marry",306.848,acbk,2247722,"Same sex marriage United States"
2249644,"Stonewall the riots that sparked the gay revolution",306.76609,acbk,2249644,"Gay liberation movement United States"
2249644,"Stonewall the riots that sparked the gay revolution",306.76609,acbk,2249644,Homosexuality
2249644,"Stonewall the riots that sparked the gay revolution",306.76609,acbk,2249644,Lesbianism
2249788,"Always have always will a queerasfolk novel",,acbk,2249788,"Gay men Fiction"
2249788,"Always have always will a queerasfolk novel",,acbk,2249788,"Male friendship Fiction"
2249793,"We do a celebration of gay and lesbian marriage",306.84809,acbk,2249793,"Gay couples California San Francisco Pictorial works"
2249793,"We do a celebration of gay and lesbian marriage",306.84809,acbk,2249793,"Gay couples United States Pictorial works"
2249793,"We do a celebration of gay and lesbian marriage",306.84809,acbk,2249793,"Same sex marriage California San Francisco Pictorial works"
2249793,"We do a celebration of gay and lesbian marriage",306.84809,acbk,2249793,"Same sex marriage United States Pictorial works"
2249793,"We do a celebration of gay and lesbian marriage",306.84809,acbk,2249793,"San Francisco Calif Social life and customs 21st century Pictorial works"
2249796,"Gay cinematherapy the queer guys guide to finding your rainbow one movie at a time",791.4375,acbk,2249796,"Homosexuality in motion pictures Catalogs"
2249796,"Gay cinematherapy the queer guys guide to finding your rainbow one movie at a time",791.4375,acbk,2249796,"Homosexuality on television Catalogs"
2249796,"Gay cinematherapy the queer guys guide to finding your rainbow one movie at a time",791.4375,acbk,2249796,"Video recordings Catalogs"
2250031,"Gay and lesbian weddings planning the perfect same sex ceremony",395.22,acbk,2250031,"Same sex marriage"
2250031,"Gay and lesbian weddings planning the perfect same sex ceremony",395.22,acbk,2250031,"Weddings Planning"
2250979,"Why you should give a damn about gay marriage",346.73016,acbk,2250979,"Homosexuality Law and legislation United States"
2250979,"Why you should give a damn about gay marriage",346.73016,acbk,2250979,"Homosexuality Political aspects United States"
2250979,"Why you should give a damn about gay marriage",346.73016,acbk,2250979,"Same sex marriage Law and legislation United States"
2250979,"Why you should give a damn about gay marriage",346.73016,acbk,2250979,"Same sex marriage Political aspects United States"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Documentary films"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Feature films"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Gay liberation movement"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Gay liberation movement United States History"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Gays Social conditions"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Gays United States Social conditions History 20th century"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Historical films"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,History
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,Homosexuality
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Homosexuality United States History 20th century"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,Lesbianism
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Lesbianism United States History 20th century"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"New York State New York"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Nonfiction films"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Stonewall Riot New York N Y 1969"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Stonewall Riots New York N Y 1969"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"Stonewall Riots New York New York 1969"
2252543,"Before Stonewall the making of a gay and lesbian community",306.76609,acdvd,2252543,"United States"
2254142,"legal guide for lesbian and gay couples",346.73016,acbk,2254142,"Gay couples Legal status laws etc United States Popular works"
2254142,"legal guide for lesbian and gay couples",346.73016,acbk,2254142,"Lesbian couples Legal status laws etc United States Popular works"
2254142,"legal guide for lesbian and gay couples",346.73016,acbk,2254142,"Same sex marriage Law and legislation United States"
2254816,"Kings queens queers at the prom",306.76609,acbk,2254816,"Gay youth United States Biography"
2254816,"Kings queens queers at the prom",306.76609,acbk,2254816,"Lesbian youth United States Biography"
2256058,"Mercy mercy me the art loves and demons of Marvin Gaye",782.42164,acbk,2256058,"Gaye Marvin"
2256058,"Mercy mercy me the art loves and demons of Marvin Gaye",782.42164,acbk,2256058,"Singers United States Biography"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Gay couples Legal status laws etc United States"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Gay couples Legal status laws etc Vermont"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Same sex marriage Law and legislation United States"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Same sex marriage Law and legislation Vermont"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Same sex marriage United States"
2257486,"Legalizing gay marriage",306.848,acbk,2257486,"Same sex marriage Vermont"
2257540,"Sweet Potato Queens field guide to men every man I love is either married gay or dead",818.5407,acbk,2257540,"Man woman relationships Humor"
2257540,"Sweet Potato Queens field guide to men every man I love is either married gay or dead",818.5407,acbk,2257540,"Men Humor"
2260139,"end of gay and the death of heterosexuality",306.76,acbk,2260139,"Gender identity"
2260139,"end of gay and the death of heterosexuality",306.76,acbk,2260139,Heterosexuality
2260139,"end of gay and the death of heterosexuality",306.76,acbk,2260139,Homosexuality
2260139,"end of gay and the death of heterosexuality",306.76,acbk,2260139,"Sexual orientation"
2260432,"tomcat chronicles erotic adventures of a gay liberation pioneer",306.7662,acbk,2260432,"Gay men United States Biography"
2260432,"tomcat chronicles erotic adventures of a gay liberation pioneer",306.7662,acbk,2260432,"Gay men United States Sexual behavior"
2260432,"tomcat chronicles erotic adventures of a gay liberation pioneer",306.7662,acbk,2260432,"Nichols Jack"
2262871,"How the homosexuals saved civilization the true and heroic story of how gay men shaped the modern world",306.7662,acbk,2262871,"Gay men Social life and customs"
2262871,"How the homosexuals saved civilization the true and heroic story of how gay men shaped the modern world",306.7662,acbk,2262871,"Gays in popular culture"
2262871,"How the homosexuals saved civilization the true and heroic story of how gay men shaped the modern world",306.7662,acbk,2262871,"Homosexuality and art"
2262871,"How the homosexuals saved civilization the true and heroic story of how gay men shaped the modern world",306.7662,acbk,2262871,"Homosexuality Philosophy"
2264204,"queer encyclopedia of the visual arts",704.08664,acbk,2264204,"Art Encyclopedias"
2264204,"queer encyclopedia of the visual arts",704.08664,acbk,2264204,"Homosexuality and art Encyclopedias"
2264232,"Why marriage the history shaping todays debate over gay equality",306.76609,acbk,2264232,"Gay rights United States"
2264232,"Why marriage the history shaping todays debate over gay equality",306.76609,acbk,2264232,"Homophobia United States"
2264232,"Why marriage the history shaping todays debate over gay equality",306.76609,acbk,2264232,"Same sex marriage Law and legislation United States"
2264232,"Why marriage the history shaping todays debate over gay equality",306.76609,acbk,2264232,"Same sex marriage United States"
2267120,"church at war Anglicans and homosexuality",261.83576,acbk,2267120,Anglicans
2267120,"church at war Anglicans and homosexuality",261.83576,acbk,2267120,"Church of England"
2267120,"church at war Anglicans and homosexuality",261.83576,acbk,2267120,Homosexuality
2267120,"church at war Anglicans and homosexuality",261.83576,acbk,2267120,"Homosexuality Religious aspects Anglican Church"
2267120,"church at war Anglicans and homosexuality",261.83576,acbk,2267120,"Homosexuality Religious aspects Church of England"
2267616,"Wrestling with God and men homosexuality in the Jewish tradition",296.366,acbk,2267616,"Homosexuality in the Bible"
2267616,"Wrestling with God and men homosexuality in the Jewish tradition",296.366,acbk,2267616,"Homosexuality Male Religious aspects Judaism"
2267616,"Wrestling with God and men homosexuality in the Jewish tradition",296.366,acbk,2267616,"Male homosexuality Religious aspects Judaism"
2267616,"Wrestling with God and men homosexuality in the Jewish tradition",296.366,acbk,2267616,"Orthodox Judaism"
2268610,"Sweet Potato Queens field guide to men every man I love is either married gay or dead",818.5407,accd,2268610,"Man woman relationships Humor"
2268610,"Sweet Potato Queens field guide to men every man I love is either married gay or dead",818.5407,accd,2268610,"Men Humor"
2268857,"Kung wala na ang tag araw Ano ngayon Ricky",899.2113,acbk,2268857,
2269618,"Shadows of the night queer tales of the uncanny and unusual",,acbk,2269618,"Gay men Fiction"
2269618,"Shadows of the night queer tales of the uncanny and unusual",,acbk,2269618,"Gays writings American"
2269618,"Shadows of the night queer tales of the uncanny and unusual",,acbk,2269618,"Horror tales American"
2269618,"Shadows of the night queer tales of the uncanny and unusual",,acbk,2269618,"Lesbians Fiction"
2270501,"My husband is gay a womans guide to surviving the crisis",306.872,acbk,2270501,"Bisexuality in marriage"
2270501,"My husband is gay a womans guide to surviving the crisis",306.872,acbk,2270501,"Gay men Family relationships"
2270501,"My husband is gay a womans guide to surviving the crisis",306.872,acbk,2270501,"Husbands Sexual behavior"
2271612,"Lives of lesbian elders looking back looking forward",306.7663,acbk,2271612,"Lesbianism United States Public opinion"
2271612,"Lives of lesbian elders looking back looking forward",306.7663,acbk,2271612,"Lesbians United States Social conditions"
2271612,"Lives of lesbian elders looking back looking forward",306.7663,acbk,2271612,"Middle aged lesbians United States Attitudes"
2271612,"Lives of lesbian elders looking back looking forward",306.7663,acbk,2271612,"Older lesbians United States Attitudes"
2271612,"Lives of lesbian elders looking back looking forward",306.7663,acbk,2271612,"Public opinion United States"
2273462,"Queer street",,acbk,2273462,"Female impersonators Crimes against Fiction"
2273462,"Queer street",,acbk,2273462,"Gay bars Fiction"
2273462,"Queer street",,acbk,2273462,"Gay men Crimes against Fiction"
2273462,"Queer street",,acbk,2273462,"Mystery fiction"
2273462,"Queer street",,acbk,2273462,"Private investigators Washington State Seattle Fiction"
2273462,"Queer street",,acbk,2273462,"Seattle Wash Fiction"
2274303,"Noon at Ngayon Pagsasamang kay ganda",,acdvd,2274303,"Feature films"
2274303,"Noon at Ngayon Pagsasamang kay ganda",,acdvd,2274303,"Female friendship Drama"
2277257,"Fresh men new voices in gay fiction",,acbk,2277257,"Gay men Fiction"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"American literature Male authors History and criticism"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"Gay men in literature"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"Gay men United States Intellectual life"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"Gay mens writings American History and criticism"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"Homosexuality and literature United States"
2277372,"Gaiety transfigured gay self representation in American literature",810.99206,acbk,2277372,"Self in literature"
2277579,"Loving homosexuals as Jesus would a fresh Christian approach",261.83576,acbk,2277579,"Church work with gays"
2277579,"Loving homosexuals as Jesus would a fresh Christian approach",261.83576,acbk,2277579,"Homosexuality Religious aspects Christianity"
2281494,"Queer as folk The complete fourth season",,acdvd,2281494,"Gays Drama"
2281494,"Queer as folk The complete fourth season",,acdvd,2281494,"Video recordings for the hearing impaired"
2281872,"Gay marriage",306.84809,acbk,2281872,"Gay parents Family relationships"
2281872,"Gay marriage",306.84809,acbk,2281872,"Same sex marriage"
2281872,"Gay marriage",306.84809,acbk,2281872,"Same sex marriage Law and legislation"
2281872,"Gay marriage",306.84809,acbk,2281872,"Same sex marriage Religious aspects"
2281880,"Not the only one lesbian and gay fiction for teens",,acbk,2281880,"Gay men Fiction"
2281880,"Not the only one lesbian and gay fiction for teens",,acbk,2281880,"Lesbians Fiction"
2281880,"Not the only one lesbian and gay fiction for teens",,acbk,2281880,"Short stories"
2282706,"whole lesbian sex book a passionate guide for all of us",613.96086,acbk,2282706,"Lesbians Sexual behavior"
2282706,"whole lesbian sex book a passionate guide for all of us",613.96086,acbk,2282706,"Sex instruction for lesbians"
2283013,"riddle of gender science activism and transgender rights",306.768,acbk,2283013,"Transsexualism United States"
2283013,"riddle of gender science activism and transgender rights",306.768,acbk,2283013,"Transsexuals United States Interviews"
2283847,"Maling pook maling panahon dito ngayon",899.2113,acbk,2283847,"Tagalog fiction"
2283992,"Ngayong cristiano ka na mga dapat mong malaman",248.4,acbk,2283992,"Spiritual direction"
2283992,"Ngayong cristiano ka na mga dapat mong malaman",248.4,acbk,2283992,"Spiritual life Christianity"
2284082,"Ngayon at kailanman pag iibigan Pag aasawa at pagpapamilya",306.81,acbk,2284082,Love
2284082,"Ngayon at kailanman pag iibigan Pag aasawa at pagpapamilya",306.81,acbk,2284082,"Man woman relationships"
2284082,"Ngayon at kailanman pag iibigan Pag aasawa at pagpapamilya",306.81,acbk,2284082,Marriage
2285751,"Tantric sex for women a guide for lesbian bi hetero and solo lovers",613.96,acbk,2285751,Sex
2285751,"Tantric sex for women a guide for lesbian bi hetero and solo lovers",613.96,acbk,2285751,"Sex instruction for women"
2285751,"Tantric sex for women a guide for lesbian bi hetero and solo lovers",613.96,acbk,2285751,Tantrism
2286541,"queer encyclopedia of music dance musical theater",791.08664,acbk,2286541,"Dance Encyclopedias"
2286541,"queer encyclopedia of music dance musical theater",791.08664,acbk,2286541,"Homosexuality and dance Encyclopedias"
2286541,"queer encyclopedia of music dance musical theater",791.08664,acbk,2286541,"Homosexuality and music Encyclopedias"
2286541,"queer encyclopedia of music dance musical theater",791.08664,acbk,2286541,"Music Encyclopedias"
2286541,"queer encyclopedia of music dance musical theater",791.08664,acbk,2286541,"Musicals Encyclopedias"
2286915,"Enola Gay",940.545,acdvd,2286915,"Enola Gay Bomber"
2286915,"Enola Gay",940.545,acdvd,2286915,"Hiroshima shi Japan History Bombardment 1945"
2286915,"Enola Gay",940.545,acdvd,2286915,"World War 1939 1945 Japan Hiroshima shi"
2286915,"Enola Gay",940.545,acdvd,2286915,"World War 1939 1945 Veterans Personal narratives"
2287026,"Major conflict one gay mans life in the Dont Ask Dont Tell military",355.00866,acbk,2287026,"Gay military personnel United States"
2287026,"Major conflict one gay mans life in the Dont Ask Dont Tell military",355.00866,acbk,2287026,"Gays in the military United States"
2287026,"Major conflict one gay mans life in the Dont Ask Dont Tell military",355.00866,acbk,2287026,"United States Armed Forces Biography"
2287026,"Major conflict one gay mans life in the Dont Ask Dont Tell military",355.00866,acbk,2287026,"United States Armed Forces Gays Government policy"
2287587,"Lesbian couples a guide to creating healthy relationships",306.7663,acbk,2287587,"Interpersonal relations"
2287587,"Lesbian couples a guide to creating healthy relationships",306.7663,acbk,2287587,"Lesbian couples United States"
2287587,"Lesbian couples a guide to creating healthy relationships",306.7663,acbk,2287587,"Lesbians United States Life skills guides"
2289753,"Is your straight man gay enough the ultimate renovation guide",818.5407,acbk,2289753,"Gay men Humor"
2289753,"Is your straight man gay enough the ultimate renovation guide",818.5407,acbk,2289753,"Heterosexual men Humor"
2289753,"Is your straight man gay enough the ultimate renovation guide",818.5407,acbk,2289753,"Man woman relationships Humor"
2290688,"Gay Catholic priests and clerical sexual misconduct breaking the silence",282.08664,acbk,2290688,"Catholic Church Clergy Sexual behavior"
2290688,"Gay Catholic priests and clerical sexual misconduct breaking the silence",282.08664,acbk,2290688,"Child sexual abuse by clergy"
2290688,"Gay Catholic priests and clerical sexual misconduct breaking the silence",282.08664,acbk,2290688,"Clergy Sexual behavior"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Gay couples Legal status laws etc United States"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Gay couples Legal status laws etc Vermont"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Same sex marriage Law and legislation United States"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Same sex marriage Law and legislation Vermont"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Same sex marriage United States"
2294332,"Civil wars the battle for gay marriage",306.84809,acbk,2294332,"Same sex marriage Vermont"
2294937,"Kare ga suki na gyoza shogayaki",641.5952,acbk,2294937,"Cookery Japanese"
2294937,"Kare ga suki na gyoza shogayaki",641.5952,acbk,2294937,"Cooking Japanese"
2295307,"I do I dont queers on marriage",306.84809,acbk,2295307,"Gays writings American"
2295307,"I do I dont queers on marriage",306.84809,acbk,2295307,"Same sex marriage United States"
2295307,"I do I dont queers on marriage",306.84809,acbk,2295307,"United States Social life and customs"
2295311,"Permanent partners building gay lesbian relationships that last",306.766,acbk,2295311,"Gay couples United States"
2295311,"Permanent partners building gay lesbian relationships that last",306.766,acbk,2295311,"Gay male couples United States"
2295311,"Permanent partners building gay lesbian relationships that last",306.766,acbk,2295311,"Interpersonal relations United States"
2295311,"Permanent partners building gay lesbian relationships that last",306.766,acbk,2295311,"Lesbian couples United States"
2295312,"rights of lesbians gay men bisexuals and transgender people the authoritative ACLU guide to the rights of lesbians gay men bisexuals and transgender people",342.73087,acbk,2295312,"Gay rights United States"
2295312,"rights of lesbians gay men bisexuals and transgender people the authoritative ACLU guide to the rights of lesbians gay men bisexuals and transgender people",342.73087,acbk,2295312,"Homosexuality Law and legislation United States"
2295312,"rights of lesbians gay men bisexuals and transgender people the authoritative ACLU guide to the rights of lesbians gay men bisexuals and transgender people",342.73087,acbk,2295312,"Sexual minorities Legal status laws etc United States"
2295314,"Thats revolting queer strategies for resisting assimilation",306.76609,acbk,2295314,"Assimilation Sociology"
2295314,"Thats revolting queer strategies for resisting assimilation",306.76609,acbk,2295314,"Gay liberation movement United States"
2295314,"Thats revolting queer strategies for resisting assimilation",306.76609,acbk,2295314,"Gays United States Identity"
2298552,"What God has joined together a Christian case for gay marriage",261.83584,acbk,2298552,"Marriage Religious aspects Christianity"
2298552,"What God has joined together a Christian case for gay marriage",261.83584,acbk,2298552,"Same sex marriage Religious aspects Christianity"
2298559,"Families of value personal profiles of pioneering lesbian and gay parents",306.87408,acbk,2298559,"Gay fathers United States"
2298559,"Families of value personal profiles of pioneering lesbian and gay parents",306.87408,acbk,2298559,"Gay parents United States"
2298559,"Families of value personal profiles of pioneering lesbian and gay parents",306.87408,acbk,2298559,"Lesbian mothers United States"
2299150,"50 ways to support lesbian gay equality the complete guide to supporting family friends neighbors or yourself",323.3264,acbk,2299150,"Gay rights United States"
2299150,"50 ways to support lesbian gay equality the complete guide to supporting family friends neighbors or yourself",323.3264,acbk,2299150,"Gays Legal status laws etc United States"
2299150,"50 ways to support lesbian gay equality the complete guide to supporting family friends neighbors or yourself",323.3264,acbk,2299150,"Lesbians Legal status laws etc United States"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Gay adoption"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Gay couples Family relationships"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Gay male couples Family relationships"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Gay parents Family relationships"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Gay teenagers Family relationships"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Lesbian couples Family relationships"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Same sex marriage Canada"
2299865,"Gay and lesbian families",306.85086,acbk,2299865,"Same sex marriage United States"
2299908,"Gay rights",342.73087,acbk,2299908,"Gays Legal status laws etc United States Juvenile literature"
2300129,"velvet rage overcoming the pain of growing up gay in a straight mans world",306.7662,acbk,2300129,"Coming out Sexual orientation Psychological aspects"
2300129,"velvet rage overcoming the pain of growing up gay in a straight mans world",306.7662,acbk,2300129,"Gay men Psychology"
2300129,"velvet rage overcoming the pain of growing up gay in a straight mans world",306.7662,acbk,2300129,"Gay men Social conditions"
2300129,"velvet rage overcoming the pain of growing up gay in a straight mans world",306.7662,acbk,2300129,Shame
2300146,"complete guide to gay and lesbian weddings",395.22086,acbk,2300146,"Same sex marriage"
2300146,"complete guide to gay and lesbian weddings",395.22086,acbk,2300146,"Weddings Handbooks manuals etc"
2302021,"Straightforward how to mobilize heterosexual support for gay rights",323.3264,acbk,2302021,"Gay rights United States"
2302021,"Straightforward how to mobilize heterosexual support for gay rights",323.3264,acbk,2302021,"Heterosexuals United States Attitudes"
2302021,"Straightforward how to mobilize heterosexual support for gay rights",323.3264,acbk,2302021,"Homophobia United States Prevention"
2305453,"Ask Dr Keith candid answers to queer questions",613.95,acbk,2305453,"Gays Health and hygiene"
2305453,"Ask Dr Keith candid answers to queer questions",613.95,acbk,2305453,"Gays Sexual behavior"
2305453,"Ask Dr Keith candid answers to queer questions",613.95,acbk,2305453,"Interpersonal relations"
2306169,"Harvards secret court the savage 1920 purge of campus homosexuals",378.7444,acbk,2306169,"Discrimination in higher education Massachusetts Cambridge History 20th century"
2306169,"Harvards secret court the savage 1920 purge of campus homosexuals",378.7444,acbk,2306169,"Gay college students Massachusetts Cambridge History 20th century"
2306169,"Harvards secret court the savage 1920 purge of campus homosexuals",378.7444,acbk,2306169,"Harvard University Students History 20th century"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Gay men United States Literary collections"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Gay youth United States Literary collections"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Gays United States Biography"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Gays United States Literary collections"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Gays writings American"
2309346,"Growing up gay growing up lesbian a literary anthology",810.80803,acbk,2309346,"Lesbians United States Literary collections"
2310201,"Secrets of a gay marine porn star",306.76092,acbk,2310201,"Gay men United States Biography"
2310201,"Secrets of a gay marine porn star",306.76092,acbk,2310201,"Gay military personnel United States Biography"
2310201,"Secrets of a gay marine porn star",306.76092,acbk,2310201,"Gay motion picture actors and actresses United States Biography"
2310201,"Secrets of a gay marine porn star",306.76092,acbk,2310201,"Merritt Rich"
2310201,"Secrets of a gay marine porn star",306.76092,acbk,2310201,"Merritt Rich 1967"
2315164,"Gay Republicans",324.2734,acdvd,2315164,"Gays Political aspects United States"
2315164,"Gay Republicans",324.2734,acdvd,2315164,"Gays United States"
2315164,"Gay Republicans",324.2734,acdvd,2315164,"Homosexuality Political aspects United States"
2315164,"Gay Republicans",324.2734,acdvd,2315164,"Republican Party U S 1854"
2316061,"legal guide for lesbian and gay couples",346.73016,acbk,2316061,"Gay couples Legal status laws etc United States Popular works"
2316061,"legal guide for lesbian and gay couples",346.73016,acbk,2316061,"Lesbian couples Legal status laws etc United States Popular works"
2316378,"Gay haiku",811.6,acbk,2316378,"Gay men Poetry"
2316378,"Gay haiku",811.6,acbk,2316378,"Haiku American"
2319653,"Queer as folk the final season music from the Showtime original series",781.546,accd,2319653,"Popular music 2001 2010"
2319653,"Queer as folk the final season music from the Showtime original series",781.546,accd,2319653,Remixes
2319653,"Queer as folk the final season music from the Showtime original series",781.546,accd,2319653,"Rock music 2001 2010"
2319653,"Queer as folk the final season music from the Showtime original series",781.546,accd,2319653,"Television music"
2321427,"Alone in the trenches my life as a gay man in the NFL",796.33209,acbk,2321427,"Football players United States Biography"
2321427,"Alone in the trenches my life as a gay man in the NFL",796.33209,acbk,2321427,"Gay athletes United States Biography"
2321427,"Alone in the trenches my life as a gay man in the NFL",796.33209,acbk,2321427,"Tuaolo Esera 1968"
2325539,"Queer view mirror",,acbk,2325539,"Canada Social life and customs Fiction"
2325539,"Queer view mirror",,acbk,2325539,"Canadian fiction 20th century"
2325539,"Queer view mirror",,acbk,2325539,"Gay men Fiction"
2325539,"Queer view mirror",,acbk,2325539,"Gays writings Canadian"
2325539,"Queer view mirror",,acbk,2325539,"Lesbians Fiction"
2325539,"Queer view mirror",,acbk,2325539,"Short stories Canadian"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Erotic fiction"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Erotic stories American"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Gay men Fiction"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Psychological fiction"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Psychological fiction American"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Sex addicts Fiction"
2325542,"Law of desire tales of gay male lust and obsession",,acbk,2325542,"Short stories"
2326366,"Never tear us apart a Queer as folk novel",,acbk,2326366,Bildungsromans
2326366,"Never tear us apart a Queer as folk novel",,acbk,2326366,"Gay youth Fiction"
2326366,"Never tear us apart a Queer as folk novel",,acbk,2326366,"Male friendship Fiction"
2326367,"Best lesbian love stories 2004",,acbk,2326367,"Lesbians Fiction"
