distinct_bib,title,deweyClass,itemtype,bibNumber,subject
1839124,"Lesbian and gay writing an anthology of critical essays",820.9353,acbk,1839124,"Gays writings English History and criticism"
1839124,"Lesbian and gay writing an anthology of critical essays",820.9353,acbk,1839124,"Homosexuality in literature"
1839124,"Lesbian and gay writing an anthology of critical essays",820.9353,acbk,1839124,"Lesbians in literature"
1839526,"Best lesbian erotica",,acbk,1839526,"Erotic stories American Periodicals"
1839526,"Best lesbian erotica",,acbk,1839526,"Lesbians Sexual behavior Fiction Periodicals"
1839526,"Best lesbian erotica",,acbk,1839526,"Lesbians writings American Periodicals"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"American prose literature 20th century"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"American prose literature Women authors"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"Americans Travel Foreign countries Literary collections"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"Lesbians Travel Literary collections"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"Lesbians writings American"
1839723,"Lesbian travels a literary companion",810.80355,acbk,1839723,"Voyages and travels Literary collections"
1840214,"Not afraid to change the remarkable story of how one man overcame homosexuality",261.83576,acbk,1840214,"Homosexuality Religious aspects Christianity"
1840214,"Not afraid to change the remarkable story of how one man overcame homosexuality",261.83576,acbk,1840214,"Paulk John"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Christian ethics"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Ecology Religious aspects Christianity"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Environmental ethics"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Homosexuality Religious aspects Christianity"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Sex Religious aspects Christianity"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Sexual ethics"
1841747,"Gay and Gaia ethics ecology and the erotic",241.691,acbk,1841747,"Spencer Daniel T Daniel Teberg 1957"
1841750,"Queer 13 lesbian and gay writers recall seventh grade",372.18266,acbk,1841750,"Gay mens writings American"
1841750,"Queer 13 lesbian and gay writers recall seventh grade",372.18266,acbk,1841750,"Gay students United States Biography"
1841750,"Queer 13 lesbian and gay writers recall seventh grade",372.18266,acbk,1841750,"Lesbian students United States Biography"
1841750,"Queer 13 lesbian and gay writers recall seventh grade",372.18266,acbk,1841750,"Lesbians writings American"
1841750,"Queer 13 lesbian and gay writers recall seventh grade",372.18266,acbk,1841750,"Seventh grade Education United States"
1842295,"Q A queer in Asian America",306.76608,acbk,1842295,"Asian American gays Social conditions"
1842295,"Q A queer in Asian America",306.76608,acbk,1842295,"Asian American lesbians Social conditions"
1842295,"Q A queer in Asian America",306.76608,acbk,1842295,"Gays United States Identity"
1842295,"Q A queer in Asian America",306.76608,acbk,1842295,"Lesbians United States Identity"
1846887,"Anti gay",306.766,acbk,1846887,"Homosexuality Philosophy"
1846887,"Anti gay",306.766,acbk,1846887,"Homosexuality Political aspects"
1848545,"Piece of my heart a lesbian of colour anthology",810.80353,acbk,1848545,"Lesbianism Literary collections"
1848545,"Piece of my heart a lesbian of colour anthology",810.80353,acbk,1848545,"Lesbians writings American"
1848545,"Piece of my heart a lesbian of colour anthology",810.80353,acbk,1848545,"Lesbians writings Canadian"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Film noir United States History and criticism"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Gay mens writings American History and criticism"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Gays in popular culture United States"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Homosexuality in literature"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Homosexuality in motion pictures United States"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Masculinity in literature"
1850300,"Homosexuality in cold war America resistance and the crisis of masculinity",306.76609,acbk,1850300,"Masculinity in popular culture United States"
1850571,"Late 19th century furniture by Berkey Gay",749.21745,acbk,1850571,"Berkey and Gay Grand Rapids Mich Catalogs"
1850571,"Late 19th century furniture by Berkey Gay",749.21745,acbk,1850571,"Furniture Michigan Grand Rapids History 19th century Catalogs"
1852284,"Dr Gaynors cancer prevention program",616.99405,acbk,1852284,"Cancer Nutritional aspects"
1852284,"Dr Gaynors cancer prevention program",616.99405,acbk,1852284,"Cancer Popular works"
1852284,"Dr Gaynors cancer prevention program",616.99405,acbk,1852284,"Cancer Prevention"
1853498,"Sing out gays and lesbians in the music world",780.8664,acbk,1853498,"Closeted gays"
1853498,"Sing out gays and lesbians in the music world",780.8664,acbk,1853498,"Gay musicians"
1853498,"Sing out gays and lesbians in the music world",780.8664,acbk,1853498,"Homosexuality and music"
1853804,"Living well the gay mans essential health guide",613.0423,acbk,1853804,"Gay men Health and hygiene Popular works"
1854934,"Mot ngay thau thuong",895.9223,acbk,1854934,
1855755,"Gay and lesbian rights a struggle",305.90664,acbk,1855755,"Gay liberation movement"
1855755,"Gay and lesbian rights a struggle",305.90664,acbk,1855755,"Gay liberation movement United States Juvenile literature"
